hotel_name,processed_review,date_stayed,trip_type,processed_rating
Budget Inn Capitol,only stay here if you literally cannot afford another hotel here s the list you should consider before choosing to stay here 1 in the lobby a sign says in large letters no refunds 2 the room was clean but the curtains over the front window do not actually cover the window so you can be unintentionally on display 3 two thread bare towels plus a hand towel only no floor mats for the bath 4 no hair dryer 5 no shampoo 6 two credit card thin tiny bars of soap 7 slow internet 8 no ice bucket 9 no place to hang clothes none 10 no clock the tv was nice but the bed was very soft and lumpy the price can t be beat in austin there is a reason for that,November 2019,as a couple,20
Budget Inn Capitol,horrible hotel should be closed i made reservation for two days i missed my flight i arrived the next day and they canceled my reservation however they charged on my credit card the staff is extremely rude and i was kicked out of reception for not having a reservation horrible hotel should be closed,March 2019,solo,10
Budget Inn Capitol,meh i booked this place because i was unexpectedly in austin over labor day weekend and every hotel was already booked naturally upon check in because it was a little later the lobby door was closed and locked so we all formed a line outside the area was not very well lit just took longer than anticipated the room itself was supposedly a deluxe or suite pretty much just had a big refrigerator but it didn t even work the sheets didn t really seem clean either and the blanket was thin and scratchy i ended up just sleeping on a towel and using the second one as a blanket didn t see the housekeeping service checking out there was a line the inn has a rule that if you check out 15 mins late you get charged a late fee i get charged this late fee even though i was in,September 2018,with friends,20
Budget Inn Capitol,exceeded my expectations after reading all of the bad reviews i went in automatically expecting the worse however my stay at the budget inn motel more than exceeded my expectations i stayed for a night and only interacted with two staff members and they both were friendly polite and straight forward i requested a non smoking room and that s exactly what i got the room itself was very spacious and clean there was a flat screen television microwave and mini fridge included in the room bed was pretty comfortable one of the only downsides was that it s located in a less than desirable neighborhood it s right in the hood and depending on the person this could be a deal breaker seeing as though i was only stopping in for a night and needed cheap accommodations it wasn t really a big issue,May 2018,with friends,40
Village Motor Inn,one of the worst dumps ever extremely run down and dirty cigarette butts everywhere smelled like old pee in the stairs our room smelled so bad we were unable to stay in it i nearly gagged lamps were rusty and the shower curtains stained it was extremely bad go anywhere but here,March 2022,on business,10
Village Motor Inn,really bad services the room really dirty smell bad cigarettes and weed and many people consuming drugs at the hotel stairs i can t belive this hotels stay open to the public and the price expensive for all this conditions imposible for a family trip,July 2021,on business,10
Village Motor Inn,clen and affordable this place may not be much to look at but for the price for the motel i thought it was very clean and the staff was friendly granted some if the guest may have been iffy but you get what you pay for i would stay here again,August 2019,with friends,30
Village Motor Inn,terrible place on a recent trip to austin tx we chose to stay at the village motor inn based on some favorable reviews the reviews as well as the photos were totally misleading i can describe this place only as a dump even though the exterior and the rooms had received a facelift at some time we arrived early but were able to get in to our room by 14 30 which was the only good thing at this place the property is in bad shape uneven pavement uncut grass weeds and litter everywhere and the immediate surroundings are also run down there are no decent places to eat within walking distance the reception is a tiny hot and stuffy room there were absolutely no amenities in the room not even a box of tissues wifi was offered but could never connect there was a single,April 2019,as a couple,10
Carpenter Hotel,perfect mama night off i booked a one night stay same day because i needed a mom break and this was perfect special shout out to manny who checked me in and gave me a free drink credit because he knew i was having a hard time he was so kind and the extra touch to an already wonderful place i can t wait to book my next staycation here,August 2023,solo,50
Carpenter Hotel,trip to austin manny at the front desk was very friendly and efficient he was happy to hear we had visited before and welcomed us back he provided a good overview of the hotel amenities the room was clean and cool upon our arrival very cool spot and in a great location,August 2023,with friends,50
Carpenter Hotel,a hidden gem not only great comfortable rooms but seems like they thought of every detail great coffee shop fantastic food nice pool and helpful staff loved every minute bunkhouse has hospitality all figured out,August 2023,with family,50
Carpenter Hotel,perfect location and atmosphere we had the best time at the carpenter on our trip to austin the hotel is so lovely the decor is unique and thoughtful including a speaker in the room and nice robes manny checked us in and was super sweet upgrading us and giving us other fun freebies the beds are so comfortable and soft and the sitting area in the room is wonderful the hotel is clean and has a great atmosphere the coffee shop bar downstairs is so cool and has a great vibe the location is super close to great areas to walk around and to barton springs for swimming and lady bird lake for sunset bat observing and sunrise runs there is a convenient natural grocery store right next door as well overall would highly recommend and already want to come back,August 2023,as a couple,50
Carpenter Hotel,welcoming experience this hotel is amazing everyone here was super friendly especially manny at the front desk he gave me so many recommendations on things to do in the area and was super welcoming having someone at the front who has an awesome attitude makes all the difference i love that you can do everything here coffee cocktails eats and pool def coming back to stay again,August 2023,with family,50
Carpenter Hotel,hotel carpenter stay overall had a wonderful experience exceptional checkin service by manny who was very helpful informative and friendly and immediately made us feel at home parking was very easy and the room had an industrial modern yet warm feel walking distance to wonderful food only negative we experienced was upon initial arrival 3pm we asked a different check in personal not manny and asked if an early check in could be accommodated we were an hour early we were told the room was ready but early check in could not be accommodated without a fee otherwise wonderful experience,August 2023,as a couple,40
Carpenter Hotel,the friendliest and most accommodating staff made our stay so special can t wait to stay here again soon from the pool to the cafe and the restaurant bar they ve got you covered at the carpenter hotel,August 2023,as a couple,50
Carpenter Hotel,weekend getaway what a beautiful property restaurant and bar were fantastic the coffee shop is super cute the rooms are so great and manny at the front desk was very helpful and super friendly the location can t be beat,August 2023,solo,50
Carpenter Hotel,manny s welcome manny was so absolutely kind our trip to the hotel was filled with many experiences that were not aquatinted to a fabulous stay until he welcomed us into the hotel and room at times where we wanted more than what he and the hotel could offer he offered what he could and even more to help a kind heart thanks manny,August 2023,with family,50
Carpenter Hotel,family holiday at the carpenter hotel in austin the bed sheets and pillows were the best soft fluffy and beautiful comfortable this is a hotel that is on my fabulous list to stay manny at the front desk is the best he referred us to the best spots to visit during our stay we rode the scooters during the day and swam in the barrón springs cold spring water i have to also thank my friend at depetra jewelry s shop for referring me to this beautiful gem i love austin,August 2023,with family,50
Canopy by Hilton Austin Downtown,bring your own linens the location on west 6th street is very convenient to numerous restaurants clubs and a short walk to the river about a 2 mile walk to zilker park and the barton creek pool which is a great experience if you swim you are not directly in the middle of the craziest part of 6th street but be prepared for noise and a telltale are the complementary ear plugs provided the rooms are laid out nicely with a sliding door that separates the bed from the bathroom and entryway the lobby is comfortable and spacious and the fitness center pretty modern and you can easily get in a good workout the pool is more like an oversized spa prepare your kids beforehand that it is not a swimming pool the big negative is like many competitors it s dog friendly as soon as my wife hit the pillow,August 2023,as a couple,30
Canopy by Hilton Austin Downtown,well designed rooms make travel easy i read that the location was great and the pricing reasonable for downtown austin and that is all true but i was pleasantly surprised by how well designed the rooms are plenty of light and conveniently located light switches many power and usb outlets the closet area is well configured with ample hanging and drawer space there are many convenient features such as a hook outside the door to hang a package while fumbling with the key card rest room area that lights up when you enter an easily accessible safe and refrigerated drawer the bedding was comfortable and cozy although the bed was a bit on the firm side service was excellent prompt and courteous all the conveniences made my hotel stay easy and comfortable,January 2022,on business,50
Canopy by Hilton Austin Downtown,pleasant experience this trip introduced me to arguably the most attentive pleasant and professional hotel staff that i have ever encountered each employee went out of their way to make me feel welcome and appreciated i did not experience an issue with outside noise causing a problem for me or disturbing times of rest i will certainly stay here again when i am back in the area a visit to the on sight restaurant is a must,August 2023,solo,50
Canopy by Hilton Austin Downtown,terrible management service was terrible and i got scammed out of my money i got covid the day before i checked in and when i tried to cancel was told i couldn t because we used a family discount so the day of check in no one used the hotel room the next day i check my bank and they charged 230 instead of the original 120 when i called they said they charge a extra 100 for a deposit but no where in any of the emails i received did they mention the deposit i explained no one used the hotel room at all which they also proceeds to doubt this is terrible management how could you not know how many times someone uses your digital codes what about security videos anyways management said that we could of canceled the booking the day before which i tried to do but was told then that i,August 2023,with family,10
Canopy by Hilton Austin Downtown,great staff clean rooms relaxing vibe 100 would go back not one complaint to be had lovely hotel made us feel very welcome the minute we walked through the doors quick valet nice rooftop pool clean rooms plenty of amenities welcome bags snacks in the room we really appreciated the gluten free items well maintained grounds plenty of places to hide and relax great on grounds restaurant and the staff goes above and beyond to help you thank you ronnie and fernando for helping these 4 ny ers get settled and find their way around,August 2023,on business,50
Canopy by Hilton Austin Downtown,excellent stay i live outside of austin but popped up for a weekend stay to be close to the downtown area i did not previously know about this hilton canopy location and i was pleasantly surprised i loved the ambiance of the hotel and staff members were great i highly recommend,August 2023,as a couple,50
Canopy by Hilton Austin Downtown,clean hotel outside noise from bar greatly impacted my sleep and overall experience upon initial check in i was told my room number 306 was a quiet room between the hours of 7 pm to 1 or 2 am i would get loud dance music playing outside from the neighboring bar this was loud enough to keep me from falling asleep i called in complaints with the non emergency line but it would take hours for police response to lower the noise i was provided ear plugs but didn t enjoy wearing them when i shouldn t have to,August 2023,with family,30
Cambria Hotel Austin Uptown Near The Domain,would return wonderful ambiance clean not overwhelming by having too many rooms reasonably priced food in hotel restaurant mattress was quite comfortable throughly enjoyed the decor and layout of room would definitely stay here again,August 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,what are you waiting for this place has all the upgrades you are looking for when we walk in the lobby randi met us with a intergalactic smile the staff really made us feel at home we stayed in the deluxe king suite clean and very modern lots of lights everywhere the bed was very comfortable it was perfect the food is delightfully prepared and taste was heavenly i think we tried everything the short ribs are so tender the lamb ball are simply delicious the salmon was fantastic oh lets not forget the the margarita it will make you want more we had a wonderful time,February 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,friendly staff spotless hotel had a great time at the cambria staff was more than helpful with any need beyond my stay kay was great at check in and check out the rooms were spacious all facilities were clean and the meeting spaces were the perfect size the food was incredible both at the bar and when getting served during the meetings looking forward to my next stay,August 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,cambria uptown is thee absolute best book here you will not regret it cambria hotel uptown gets every detail right i ve stayed at this location several times and it meets all the requirements staff place location personable price and vibe the hotel staff is absolutely amazing finding conference room and meeting space to accommodate our group s size and needs hasn t always been easy but then we found cambria this hidden gem won t stay hidden for long my company has hosted 2 events and we already committed to 4 additional we have team members arrive from all over texas and each event guest leaves the same rave review and compliments we feel appreciated and welcomed each and every event the staff is attentive and responsive the technology in the mtg space is new and easy to use strong internet easy parking the security is a huge,August 2023,with family,50
Cambria Hotel Austin Uptown Near The Domain,excellent hotel excellent hotel it is good in all ways without a doubt if you plan on staying in austin we stayed for five days and enjoyed every bit of it the room service bar and it is real close to a lot places special mention to front desk employee kay,July 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,so far it s amazing just arrived love it so far ladies at front desk were amazing the room is gorgeous this is a work trip but also celebrating my 31st wedding anniversary with my husband while we re here looking forward to my few days here heading down to the bar and the pool very soon,July 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,will definitely be back this is by far the best hotel for your money i stayed twice now and will definitely be back the staff was friendly and professional especially randi the room was beautiful and comfortable you won t regret your choice,June 2023,with family,50
Cambria Hotel Austin Uptown Near The Domain,outstanding stay stay at the cambria exceeded my expectations 1 room was beautifully appointed immaculately clean and the bed was super comfortable very spacious and modern 2 the cocktails and app we had at the restaurant were fabulous the cocktails especially superb great selection at the bar and only local beers on draft great ambience in the restaurant if we hadn t had dinner reservations we would have stayed 3 all staff we encountered were warm welcoming and super helpful looking forward to another stay,July 2023,on business,50
Cambria Hotel Austin Uptown Near The Domain,okay experience the hotel is beautiful i think the rooms should have a microwave when i went to the restaurant to have dinner the lady was attentive at first but then forgot about me she didn t refill my water or anything she helped everyone else except me,June 2023,on business,40
Archer Hotel Austin,wonderful hotel at the domain the staff are all so nice and accommodating i have never experienced this level of customer service in s hotel before shout out to anya front desk manager who went above and beyond for me her management style definitely trickles down the employees seem happy to be there aleigha at the front desk was a prime example she couldn t have been nicer another shout out to ken in the dining room so nice i already feel like family there and would love to go back everything was great from the above mentioned to the accommodations,August 2023,with family,50
Archer Hotel Austin,great hotel worth the stay if you are in the austin area and in need of a hotel to stay at please choose the archer in austin my experience here was wonderful my room was clean and comfortable my only issue was my air i like my air on 55 though lol they fixed the air and even gave me a fan my stay was wonderful,August 2023,on business,50
Archer Hotel Austin,the best staycation you ll ever have i received a voucher for a one night stay at the archer hotel austin and booked it for my birthday weekend the property blew me away it was very modern and elegant but still paid a nod to texas with its art and themed decor my suite was spacious and came with a four poster king bed a large wardrobe a balcony with a fireplace and a convertible bathroom fiji waters local treats and books were a thoughtful touch breakfast at the downstairs restaurant was delcious a memorable weekend well spent indeed,July 2023,with friends,50
Archer Hotel Austin,absolutely amazing the location was perfect tons of shopping and eating options within walking distance the hotel food was delicious every staff member was friendly the room was impeccably clean and i loved the surprise sweet treats everyday the pool was the perfect place to lounge,August 2023,on business,50
Archer Hotel Austin,best hotel in austin the archer hotel in austin texas is one of the best hotels we have ever stayed in this was our second lengthy visit to see our children who live in austin from the time of check in the entire staff and management team makes you feel like it s your home away from home always smiling and interacting with the hotel guests the rooms are extremely comfortable valet is very efficient and will even charge your ev car at night if you request it they always had the car ready within five minutes of texting to notify them they will also offer complimentary rides within a few mile radius of the hotel any issues are addressed immediately no matter what time of day engineering came to our room at 11 pm to fix a minor issue location of the archer is excellent at the,July 2023,with family,50
Archer Hotel Austin,luxury hotel experience staying in the hotel was a good experience would have been nice to have room in the refrigerator for my water instead they had it fully stocked with any kind of drink imaginable to be purchased for additional charge which would have been convenient if i needed it only way i could fit my water bottles in there was to take them out and put mine in and out theirs back before i checked out the balcony was nice thought it was a little weird that you could easily step to the next rooms balcony from our balcony think the wall should have been extended or they could have put something to block the access,July 2023,as a couple,50
Archer Hotel Austin,great hotel in a great location with exceptional staff the lobby area is breathtaking lage majestic curved stairs under a stunning chandelier i was expecting fred astaire to come dancing down at any moment love the huge mural in the lobby proximity to dining and shopping the large terrace off the meeting rooms is another favorite rooms were emaculate with large walk in shower bed extremely comfortable and down pillows so soft i took a picture of the tag so we can order them,July 2023,on business,50
Archer Hotel Austin,another great time at the archer double king was awesome beds are heaven very friendly staff tx is experiencing a heat wave and the room wouldn t get below 70 so we did get a little warm but front desk delivered a box fan in a flash we let them know we were celebrating a birthday and hotel had a couple sprinkles cupcakes waiting in both rooms you can valet or park a very short walk in covered parking pool was great the location in the domain can t be beat,July 2023,with family,50
South Congress Hotel,perfect getaway the perfect spot to getaway the property and the staff are fantastic and the location allows easy access to everything austin has to offer love the relaxing and quaint pool setting and hotel style,August 2023,on business,50
South Congress Hotel,perfect for a fun weekend getaway stayed in late july and enjoyed all aspects of the hotel great location fun lobby bar nice pool great room very cool vibe and seems to attract some locals as well ideal to walk up and down congress and e bikes are provided for free use,July 2022,on business,50
South Congress Hotel,good location nice hotel but room was great location excellent but one caution the hotel allows non guests access to the pool in essence people can buy a day pass that is absurd pool lounge chairs all taken by non hotel visitors,August 2023,as a couple,40
South Congress Hotel,stay at the south congress hotel in austin tx average hotel but high prices per room many of the plants are not in good condition inside and outside the hotel better maintenance is needed i was trying to work downstairs because my suite did not have a desk and the staff was making a lot of noise repairing some furniture in the middle of the day good location but you can hear noise from the street not the best experience overall,August 2023,on business,30
Hilton Garden Inn Austin University Capitol District,very bad there was no food or drinks for sale when we arrived on a sunday at 6 00pm the parking is 50 dollars a day which is outrageous there was construction going on which was very loud at 6 00am monday morning and the breakfast had very few selections and the eggs and bacon were cold and the service was bad i am a diamond member and i would never stay here again,August 2023,with family,20
Hilton Garden Inn Austin University Capitol District,very comfortable and clean very clean and comfortable staff were so friendly and the valet guys were too no complaints definitely would come back parking is valet or you can self park at the guadalupe parking garage down the road,July 2023,with family,50
Hilton Garden Inn Austin University Capitol District,valet service the valet service was top notch they were very quick getting and returning our car all week very professional and while enduring this texas heat eliot h kelvin and z2 thank you very much for loading the car and having it already cooled off looking forward to the next stay,July 2023,on business,50
Hilton Garden Inn Austin University Capitol District,of course we liked this hotel everything was great and the staff is wonderful especially the person who checked us in and the valet individuals as my wife stated they act like we are friends for life on the humorous note we tired the side door that was locked but one of the customers open the door and stated this is not my hotel but i am going to say welcome anyway,July 2023,with family,50
Hilton Garden Inn Austin University Capitol District,overall a very good week there pleasant hotel the rooms are very clean the decoration is very unique texas style my first time in this hotel and i would recommend for sure service time at hotel restaurant was a bit long but the personnel was very friendly we would like water bootle to be replenished after first day over all a very nice week there,June 2023,solo,50
Hilton Garden Inn Austin University Capitol District,great experience clean comfortable kind the staffs are kind and especially fernando yepez he is willing to help the spacing of the hotel is great and there is enough space for you to stay in the blankets and pillows are well cleaned,June 2023,with family,50
Hilton Garden Inn Austin University Capitol District,great services from front desk great air conditioning for hot weather great services from front desk especially fernando yepez there is bottled water provided and clean towels the location of the hotel is close to the capital,June 2023,with family,50
Hilton Garden Inn Austin University Capitol District,nice sleep during hot austin week expensive but ok i d recommend good points nice people smiling for all services overall ok large room quite rooms very important to me and very quiet at night rapid and quiet elevatord rooftop vient and ambiance offered an extra free hours before leaving for the last day close to capitol and université easy to access and convenient bus stop nearby key badge do not deactivate for the complete week always someone at the lobby bad points took 3 days to get my alarm clock set on time no swimming pool for the price missing a pool at the bar missing a small night bar on rooftop some rooms have view on next building under construction job site starts early breakfast ok with room for improvement,June 2023,on business,40
Hilton Garden Inn Austin University Capitol District,nice experience in austin i ve found the room well designed getting a microwave was quite appreciable i would have loved to have more bottle of water in the room it makes the difference maybe more amenities could make the stay greater the staff was friendly and professional always concerned by your comfort,June 2023,on business,50
Hilton Garden Inn Austin University Capitol District,super experience well located rooms are very good beds are super comfortable breakfast really good too for a group it is very nice to have a bar in the lobby special thanks to valerie meeks and julia henderson for the organization of our venue really comprehensive,June 2023,on business,50
Courtyard by Marriott Austin Airport,friendly staff and clean hotel very near from the airport my flight to cancun was delayed so needed to stay in austin and the asian front desk guy is very helpful im assuming his name is patrick parick he is awesome customer service is an a he is a gem in your hotel,August 2023,on business,50
Courtyard by Marriott Austin Airport,pleased by the hotel very frustrated by difficulties in making a reservation actual hotel experience was fine deeply appreciate having very early shuttles available we took the 4 30 am shuttle the fact that this was available at this time was the central reason we selected this hotel front desk staff was very helpful extremely difficult to make a reservation via phone and had problems with on line reservations required 4 phone calls and was quite frustrating person who answered the phone at this hotel when i called to clarify when the first shuttle ran was extremely ineffective after she answered the question i asked her to make a reservation i had to give her relevant information name credit number email 4 times literally she promised to send a confirming email 3 hours later no email 2nd phone call to hotel i was,June 2023,on business,40
Courtyard by Marriott Austin Airport,convenient location but overpriced this hotel checks the boxes for a quick stay convenient location close to the airport friendly service clean and comfortable rooms plenty of outlets for electronics mini fridge and microwave however i cannot rate it higher because it is way overpriced for the type of room they even charge extra 15 for parking what does that buy you absolutely nothing they have a sign stating that they are not responsible for any damage to your vehicle,February 2023,on business,30
Courtyard by Marriott Austin Airport,mildew and feral cats room smelled like mildew crappy window a c unit only about 1 2 tv channels worked and those were mostly not in hd felt like a throwback to when the hotel was originally constructed common areas look like they got a cheap cosmetic upgrade but fixtures in room were pretty dated shower temp only got to about 70 of notmal heat feral cats hanging out in front of hotel when departed early morning hotel in a bit of a sketchy area too hard pass at ever returning hwre front desk staff very friendly was only positive,February 2023,on business,20
Courtyard by Marriott Austin Airport,it s all about the service the main thing about hotel stays especially for a solo business traveller like me is about the helpfulness of the staff i found all of them to be friendly and want to single out bob who was beyond helpful on how i could get around without a car he helped me with uber when i did not have a mobile phone to confirm with everyone else was very accomodating and friendly making the experience comfortable the room itself was spacious although rather dated the bistro was very very good too,September 2022,as a couple,40
Courtyard by Marriott Austin Airport,one person can make a difference i travel several times a month and i am a diamond member the one reason for five stars the night front desk clerk auditor i wish i got her name brunet sort of short she fed the cat since its a courtyard and coffee is through the bistro and it wasn t open 5 am she made coffee for a couple in need she gave me a bottle of water she wished us safe travels with out the fake my pleasure response put her in management,August 2022,with friends,50
Courtyard by Marriott Austin Airport,great stay this is a great courtyard very clean and convenient to the airport and downtown they even called me an uber to from the airport while their shuttle was down talk about fantastic service phoebe was so welcoming and provided a great check in she would be a wonderful front desk manager it was an amazing stay thank you,July 2022,with friends,50
Courtyard by Marriott Austin Airport,very accommodating receptionist me and my friend had really fun stay we came to visit our friend here at austin and we had a late night check in but the on duty receptionist cristine was very accommodating all throughout our stay thank you cristine for your hospitality,July 2022,on business,50
Hampton Inn Austin-North @ I-35 & Hwy 183,kicked out in pjs because i complained to hilton corporate they would not bring me a remote or move me to another room after 40 minutes they called and said i could come down to get it there was no one to bring it to me when got to desk there were two employees standing in office i said guess managers can t bring remotes they heard me and called me over and threatened yo evict me i apologized went to room and complained to hilton honors the same manager 5 mins later came up ro room demanded i open door he came in room i m in pjs accused me of being on drugs being drunk and told me i smelled he wouldn t let me check my room to make sure i hadn t left anything i begged him to let me change out of pjs he would not he searched my frig and room for drugs and alcohol none he told me he doesn t get remotes he,August 2023,on business,10
Hampton Inn Austin-North @ I-35 & Hwy 183,good for short stays the property is a little hard to get into and out of but it is clean and the rooms are in great shape be prepared to clean your own room and empty your own trash if you stay for more than one day the beds were great and for the most part it was quiet,June 2022,on business,40
Hampton Inn Austin-North @ I-35 & Hwy 183,elevators are always out of order breakfast is not for vegetarians all the 4 days i stayed there one of the elevators was always out of order then second one went bad and staff attitude made it more unpleasant complimentary breakfast is not for vegetarians one of the mattress we stayed smelled of urine staff changed it on request though,July 2023,as a couple,10
Hampton Inn Austin-North @ I-35 & Hwy 183,not up to the hampton standard i ve stayed at hamptons all across the country and this one is not up to par the floors were dirty in and near the elevators one elevator was broken i sat down at a table in the lobby and it was sticky i had forgotten my slippers in my bag and had to tip toe to get them and the carpet felt sticky after returning back to the hotel from dinner on the 17th the two front desk people were hanging outside on their cell phones like they weren t at work i don t know who this front desk person folks are raving about in every review but i didn t meet her or experience the level of service described when i walked up to check in they were sitting in the back on cell phones if you suffer with allergies this place may be an issue the room smelled funny and each evening until,July 2023,on business,20
Hampton Inn Austin-North @ I-35 & Hwy 183,excellent stay shante was amazing she was so very friendly and helpful directing us to one of the best bbq restaurant would definitely stay here again breakfast was also very very good and fresh one of the prettiest rooms we ve stayed in 5 stars,July 2023,solo,50
Hampton Inn Austin-North @ I-35 & Hwy 183,worth it great customer service aisha is awesome they make sure you have everything you need and are always open to questions breakfast is good and i felt like i got my money s worth out of my stay it was definitely pricy during sxsw but normally it s very affordable for the location don t second guess booking because word has been spreading about how great this location is,April 2023,solo,50
Hampton Inn Austin-North @ I-35 & Hwy 183,clean and comfortable it s been a long time since my last stay at this hotel and my overall experience was very good the staff are friendly and attentive the room was clean and comfortable the breakfast was average the hotel is now charging for parking which is cheap at 5 00 per night the parking lot is well lit good location,June 2023,as a couple,40
Homewood Suites by Hilton TechRidge Parmer At I-35,this will be my place when in austin the homewood suites on parmer was a great hotel a very nice clean comfortable room at a very good price and great location great location to the tech center as well as to the highway to then get anywhere in austin,August 2023,on business,50
Homewood Suites by Hilton TechRidge Parmer At I-35,looking for perfection here it is amazing pool friendly staff clean rooms looking for perfection here it is we completed our stay from 07 11 07 16 with two adults and two teens in room 107 here are some highlights and hopefully helpful feedback for you the location of this property is amazing 15 20 minutes away from the shopping and food area called domain downtown and express way to other areas across the street from a heb grocery store near a movie theater across the way from an upscale clean apartment complex free parking free luggage carts near front doors please bring them back to the lobby promptly as lots of guests need them and they are first come first serve clean and adorably welcoming decor in lobby free happy hour snack time provided with wine coffee tea water pie cheese fruit soup and so forth this lobby and,July 2023,with family,50
Homewood Suites by Hilton TechRidge Parmer At I-35,my stay at homewood suites the hotel was beautiful very homey room was clean and welcoming it was an amazing atmosphere the girl at the front desk was absolutely wonderful i believe her name is morayma she went above and beyond to accommodate me and my needs as i had a lot she did everything with a warm smile on her face such a great employee i will definitely be staying again thanks so much morayma,July 2023,solo,50
Homewood Suites by Hilton TechRidge Parmer At I-35,great location and price but frequented by partiers on my last stay have always had a great stay at this specific hotel rooms are clean spacious and nice not far off the highway but on this stay a group family of potheads had the room next to the south entrance and i thought i was in a club the back far south corner of the ground floor exit door the elevator as well was reeking with the smell of pot throughout the entire trip the ground floor room next to the exit was always ajar something placed to hold it cracked i e not closed and a group congregating probably all from said room outside the exit door around 5 10 people getting high seen drug activity by me and making me and my family very uncomfortable entering exiting i would expect this from a lesser brand but not hilton that s why i always choose hilton i will probably,July 2023,with family,40
Homewood Suites by Hilton TechRidge Parmer At I-35,great hotel stay pros stayed one week great suite really large nice and clean super comfortable beds and pillows great view of pond marsh good location friendly staff nice large pool nice dinner offered on certain evenings staff quick to help when we had issue with room temp needed more towels etc could not hear anything from adjacent rooms cons cleaning must be requested otherwise full cleaning only on 4th day of 7 day stay we took our trash out daily ourselves pool had no clean dry towels had to go in lobby wet to request waited 15 mins to check out without success had to try again awhile later contactless checkin where you can go straight to assigned room and use phone as key did not work for us had to go to front desk for card key overall a great hotel and would,July 2023,on business,40
Homewood Suites by Hilton TechRidge Parmer At I-35,phenomenal stay at homewood suites austin tech ridge my stay here was fantastic and started from the very beginning with the greeting and friendliness from the guest service manager morayma hernandez to the phenomenal hospitality from the gm brittonnee bolf daily the staff was professional and friendly the rooms were very clean and the evening hospitality snack and cocktail hours were a great bonus will definitely be staying here again and will be recommending this place to family and friends,July 2023,on business,50
Homewood Suites by Hilton TechRidge Parmer At I-35,best stay at homewood suites austin tech ridge the stay was amazing the staff did everything that they could to make your stay the best experience possible the hospitality that has been lost in a lot of hotels has not been lost here they still drive to make the guest happy especially the general manager brittonee bolf and guest support manager morayma hernandez,July 2023,with family,50
Homewood Suites by Hilton TechRidge Parmer At I-35,cozy and safe good quality clean hotel the rooms are very cozy and they come equipped with a near full size refrigerator the both the beds and the pull out bed were very comfortable though the pull out was a little noisy the only issue is that the bathroom has little to no ventilation so if you want to be able to breath after taking a shower you have to open the door,July 2023,solo,50
Orangewood Inn & Suites,good value i enjoyed my stay and the room and property is clean good value for your money the only dislike i had was i arrived at 2 45 with check in being at 3 00 and they made me wait till 3 00 to check me in after driving all day that s a little aggravating considering by the time i parked and got my luggage out after checking in it would have been after 3 anyhow,July 2023,solo,40
Orangewood Inn & Suites,great stay my husband and i enjoyed our stay we were there for state track competition room was very relaxing and quiet very clean in room and hotel no complaints all was good shower bed was great breakfast was good too and free,May 2022,as a couple,50
Orangewood Inn & Suites,family vacation the pillows were a little too hard and rough but other then that it was excellent clean very quite place and good customer service we were very pleased with our stay everything was near by where i need to go,July 2023,with family,50
Orangewood Inn & Suites,clean and comfortable the room was clean and beds were comfy the hotel smelled clean and front desk was friendly breakfast was above average overall a good experience i ll definitely consider staying here my next trip to austin,June 2023,with friends,40
Orangewood Inn & Suites,we will certainly come back if the level of service remains the same we family of three stayed for a night on april 29 30 we checked in very late but without any hassle great staff very courteous got a good deal gm s special in addition to an online discount on the hotel website very comfortable beds 2 queen beds clean sheets clean towels and toilet warm buffet breakfast and parking included in the price no fine print or hidden costs couldn t ask for more for that price we have stayed here earlier a couple of times and kind of feel good to go back for short stay while in austin only draw back this time around was the continuous noise from heavy traffic on i35 as our room was on the ground floor and on the front side of the hotel this may not be so if your room is on the interior rear end i guess dias family,April 2023,with friends,50
Orangewood Inn & Suites,pleasant surprise first visit but not the last treated as valued customer from the time we entered until time we left it was obvious this was an older property but cleanliness more than made up for age of property great landscape work excellent early breakfast a plus experience all around,April 2023,as a couple,40
Orangewood Inn & Suites,i m sure i ll be back eit is the first time in this hotel and the truth is excellent the service is exceptional the breakfast is very good the people are very attentive the only area of opportunity that i saw is at the reception the service is good but it can be better,March 2023,solo,50
Orangewood Inn & Suites,awful management we arrived early one morning booked for 3 nights i called ahead to inquire about early check in i was told it wasn t available until later in the day and decided we would just sleep in the car for a few hours the employees asked if i could be there inside 30 minutes and if so she could fix it for me since rooms were available i get there and check in and tell them i ll pay whatever early fee i needed and she tells me not to worry about it and we go up to the room and go to bed 2 days later while trying to shop i m called saying i needed to check out an hour ago apparently the fix was simply taking the third day of my reservation so we had to rush across town to be kicked out when we had agreed to just wait to check in but were told it was fine to check in then with no,February 2023,with friends,20
Hotel San Jose,great stay i was in austin for ten days on a business trip and thoroughly enjoyed my stay at hotel san jose the staff was very friendly and helpful my room was clean had a desk and king bed which was perfect there are a dozen great restaurants all within walking distance and the hotel is in the center of them i would recommend anyone coming to austin whether on business or leisure to stay at this hotel dave,July 2023,on business,50
